,식당명,GRID_X,GRID_Y
3162,크레이저커피 원주행구점,398611,526974
3163,건넨커피,407881,516365
3164,대성칼국수,396743,523684
3165,늘해랑김밥,393378,526559
3166,텃밭식당,398460,524609
3167,태민푸드,393618,527455
3168,라엘라,396440,528677
3169,자미당 반곡점,397011,526153
3170,뉴욕쟁이디저트 원주혁신도시점,398965,524939
3171,닻별 단계점,393842,527219
3172,커피블라썸,394466,528586
3173,샐러드박스 기업도시점,388714,531208
3174,돌담정육식당,393764,527453
3175,우리할매떡볶이 원주기업도시점,388732,530732
3176,비비큐치킨 우산점,395671,531105
3177,투썸플레이스 원주기업도시스타세븐점,388922,530249
3178,1인밥집,394129,526618
3179,손맛 더하기,393718,527211
3180,루트77,384985,524905
3181,의료법인고색의료재단,395442,530744
3182,존스케잌전문점,388829,530993
3183,텐퍼센트커피 원주혁신도시점,398302,524672
3184,지코바 태장1호점,395721,530698
3185,옛날통닭 상지마트점,394894,529529
3186,꼬막불짬뽕,397043,524087
3187,지에스 원주푸른점,399633,525209
3188,제이케이크,395208,526362
3189,배떡 반곡관설점,397148,524342
3190,아워밀,388714,531208
3191,배러빈즈,395253,524285
3192,"그때, 그때",395518,527178
3193,신평리신짬뽕,389761,530103
3194,김옥열할매촌,394274,527341
3195,하나정육식당,396439,524518
3196,만만디,393614,527434
3197,투썸플레이스 원주관설점,397180,523690
3198,역전할머니맥주 원주기업도시점,398416,524766
3199,가시어멍김밥 원주 단계점,393628,527829
3200,양지포차,396312,526623
3201,곱분이곱창 원주무실점,393983,525657
3202,향언니네공방,395657,524445
3203,갓성비 파스타&필라프,394213,527602
3204,준식당 기업점,388714,531208
3205,수유리혼밥왕 원주명륜점,395365,525701
3206,팜인,404899,516525
3207,버프커피,395197,527798
3208,또가네국밥,395656,527648
3209,시크릿가든,385007,523964
3210,우리할매떡볶이 원주혁신점,398512,524723
3211,젊음의광장매점,395444,526042
3212,힙피기,394296,526444
3213,퀴즈노스 원주혁신도시점,398512,524723
3214,원주집회양념식당,393087,525883
3215,존가네 원주점,394030,528269
3216,셰프클라쓰 기업도시점,389493,530179
3217,무공돈까스 원주기업도시점,389131,530271
3218,배스킨라빈스 원주기업스타점,388922,530249
3219,나인몽테뉴,385032,528087
3220,마산아구찜야식,394562,529776
3221,버디펍,389368,530337
3222,메이드마이데이,389009,531183
3223,웃는두꺼비,388905,531282
3224,오즈 덮밥&찌개,398302,524672
3225,태리로제떡볶이 단구점,395989,525525
3226,국수나무 원주혁신도시점,398256,524705
3227,돈갓 단구점,396926,524279
3228,치코파닭 흥업점,391959,519286
3229,더캠프 연세대점,392329,519805
3230,꽃자리,400473,526723
3231,먹는게남는거,383828,522692
3232,포항물회,397147,526669
3233,맘스케익엔커피,393908,525666
3234,라라코스트 원주기업도시점,389263,530374
3235,용석이네칼국수,395693,527560
3236,엔깐따다,394283,526105
3237,석지,383757,523837
3238,덮덮밥 단구점,397154,524397
3239,늘봄정원,396447,527241
3240,베노아,392823,527887
3241,꾸브라꼬숯불두마리치킨 단계점,394371,526482
3242,금별맥주 원주기업도시점,389368,530337
3243,달리는커피 원주기업도시점,398905,524900
3244,김호권의청년어부 원주기업도시점,388941,531119
3245,주문집딸부자집,395925,525520
3246,컴포즈커피 원주행구점,397649,526605
3247,이마트24원주현대프라자,389361,530276
3248,아이갓에브리씽 미리내도서관점,398765,524814
3249,성호풍경채한식뷔페,398525,524980
3250,루트254,394199,527187
3251,플랍 단관점,396451,524748
3252,노랑통닭 원주기업도시점,388941,531119
3253,피키베이글,393987,525824
3254,상근이김밥공장 3호점,391415,519891
3255,안동본가국밥 원주기업도시점,389368,530337
3256,대패가1900 원주점,394867,527444
3257,우밀타,398689,525044
3258,엘빈,392833,528050
3259,코리엔탈깻잎두마리치킨,396354,525399
3260,진숙상회,395443,525537
3261,케이크아지트,394163,527645
3262,수은카페,395416,527896
3263,족보잇는국밥 원주중앙점,394766,526785
3264,본죽앤비빔밥,396401,524565
3265,킹대게시티,389368,530337
3266,행복상회,393762,525905
3267,반올림피자샵 단구혁신점,398922,524983
3268,샘물다방,396059,527195
3269,해랑동태탕,398420,524616
3270,누구나홀딱반한닭 원주단구점,396337,524531
3271,새마을국밥,388656,530404
3272,야미마라탕 기업도시점,389432,530173
3273,대명부양꼬치,389432,530173
3274,도토리국수,397712,526586
3275,파스타 프레스코,399333,525109
3276,너의하루,396081,529949
3277,누구나홀딱반한닭 원주단계점,394158,527312
3278,원주돈까스,396329,526366
3279,뽀끼떡기,396280,524480
3280,과자공방,398634,526519
3281,소림타운 강원원주점,394291,527162
3282,늘너,394776,526776
3283,맛골칼국수,394089,527374
3284,베이크어스,393842,525733
3285,세자매집밥,396020,528717
3286,이삭토스트 원주기업도시점,388922,530249
3287,신매콤이 닭발,397095,524030
3288,이춘봉인생치킨 원주단관점,395981,524367
3289,로로네,398644,524896
3290,카페크림,397032,524135
3291,브레드105,396492,524328
3292,신육가,397121,524453
3293,카페문득,394227,526159
3294,또순이포차,395665,527867
3295,잇츠맘김밥,395351,525341
3296,더베이커스더즌,381041,531998
3297,숯불이뜨겁닭,394818,530016
3298,샐러드콤마,398084,524121
3299,그집가자,395851,525535
3300,이마트24 남원주점,392747,523295
3301,마이부티크 무실점,393657,524934
3302,단계빵집,394218,527109
3303,시올카페,397409,525578
3304,영동식당,395290,528171
3305,이백장돈가스 기업도시점,388806,530132
3306,꼬지사께 원주 혁신중흥점,398084,524121
3307,김충기꽃삼겹 원주기업도시점,388554,530218
3308,카페이야기담,390388,538663
3309,비반다,388790,530110
3310,카페플로우,399144,524838
3311,미소대가,394016,525559
3312,버거킹 원주기업도시점,388922,530249
3313,탁사정흑마늘닭강정 원주중앙시장점,395791,527664
3314,샐러드:다,395380,527448
3315,프롬229에스티,400026,527539
3316,장군푸드,394241,528139
3317,떡볶당 원주혁신도시점,398840,524959
3318,비니트카페,382622,533905
3319,60계치킨 강원문막점,384324,523582
3320,카페361,416043,517153
3321,월송커피,386319,533352
3322,곱떡치떡&찜꽁찜닭 원주혁신점,398346,524800
3323,하트카페,385285,529314
3324,퀴즈노스 원주태장점,397459,530049
3325,마라하오 원주점,395181,525420
3326,루비스카페,398785,525008
3327,남자피자 원주점,399408,525509
3328,친정엄마,396304,528182
3329,들국화다방,396618,525155
3330,케이엠지엠 강원원주점,393970,527065
3331,부리또만나앤꿈,393784,527081
3332,정식당,395452,527676
3333,원주문화관광협동조합무지개,395693,527560
3334,장금이감자탕 원주봉화산점,392994,528297
3335,라임,397004,526834
3336,오충무,399136,524731
3337,나유키친,395238,524485
3338,황금코다리 원주행구점,397934,526820
3339,코다리랑시래기랑,389361,530276
3340,임떡 곱창떡볶이 원주점,396562,525114
3341,오늘은참치,388790,530110
3342,옛날보리밥집,395693,527560
3343,롯데리아 원주봉산점,397076,526664
3344,카페 드 마땅,398570,524608
3345,오늘도삼겹살,388656,530404
3346,에그빈,385096,524617
3347,애오(Aou),396024,526393
3348,이연순 명인 올떡,388746,531109
3349,블루아란치니,393845,526157
